#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/VRF/test_vrf_scale.py,,,0:26:27,2024-01-03 01:26:03,0,1,0,2,Module Prolog,"V1, V2",,
2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:31,2024-01-03 01:33:27,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V1, V2",,
3,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,2024-01-03 01:35:33,0,1,0,2,Test case passed,"V1, V2",,
4,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:45,2024-01-03 01:45:18,0,1,0,2,Test case passed,"V1, V2",,
5,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:13:36,2024-01-03 01:58:53,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V1, V2",,
6,routing/VRF/test_vrf_scale.py,,,0:00:05,2024-01-03 01:58:58,0,1,0,2,Module Epilog,"V1, V2",,
7,routing/test_ip.py,,,0:02:21,2024-01-03 02:05:31,0,1,0,2,Module Prolog,"V1, V2",,
8,routing/test_ip.py,test_l3_v4_route_po_1,Fail,0:02:30,2024-01-03 02:07:55,0,1,0,2,Test case Failed.,"V1, V2",,
9,routing/test_ip.py,test_ft_ping_v4_v6_vlan,Pass,0:00:07,2024-01-03 02:08:02,0,1,0,2,Test case passed,"V1, V2",,
10,routing/test_ip.py,test_ft_ping_v4_v6_after_ip_change_pc,Pass,0:00:22,2024-01-03 02:08:24,0,1,0,2,Test case passed,"V1, V2",,
11,routing/test_ip.py,test_ft_ip6_static_route_traffic_forward_blackhole,Fail,0:01:12,2024-01-03 02:09:35,0,1,0,2,traffic verification is failed,"V1, V2",,
12,routing/test_ip.py,test_ft_ip_static_route_traffic_forward,Pass,0:00:59,2024-01-03 02:10:34,0,1,0,2,Test case passed,"V1, V2",,
13,routing/test_ip.py,test_ft_ip_v4_v6_L2_L3_translation,Pass,0:01:33,2024-01-03 02:12:06,0,1,0,2,Test case passed,"V1, V2",,
14,routing/test_ip.py,test_ft_verify_interfaces_order,Pass,0:00:33,2024-01-03 02:12:38,0,1,0,2,Test case passed,"V1, V2",,"@author: Ramprakash Reddy (ramprakash-reddy.kanala@broadcom.com) ipv4_intf_order :  Verify order of interfaces in ""show ip interfaces"" ipv6_intf_order :  Verify order of interfaces in ""show ipv6 interfaces' Verify order of interfaces in ""show ip/ipv6 interfaces"" in sorted order or not :return:"
15,routing/test_ip.py,,,0:00:30,2024-01-03 02:13:08,0,1,0,2,Module Epilog,"V1, V2",,
16,routing/BGP/test_bgp_rr_traffic.py,,,0:04:54,2024-01-03 02:20:17,0,1,0,2,Module Prolog,"V1, V2",,
17,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,Pass,0:02:35,2024-01-03 02:22:47,0,1,0,2,Test case passed,"V1, V2",,
18,routing/BGP/test_bgp_rr_traffic.py,,,0:00:52,2024-01-03 02:23:39,0,1,0,2,Module Epilog,"V1, V2",,
