#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw2,switching/test_vlan.py,,,0:00:19,2023-12-27 03:38:10,0,1,0,2,Module Prolog,"V1, V2",,
2,gw2,switching/test_vlan.py,test_ft_add_unknownvlan_interface,Pass,0:00:08,2023-12-27 03:38:13,0,1,0,2,Test case passed,"V1, V2",,verify that DUT should not assign unknown pvid
3,gw2,switching/test_vlan.py,test_ft_vlan_delete_with_member,Pass,0:00:13,2023-12-27 03:38:25,0,1,0,2,Test case passed,"V1, V2",,Verify that user is not able to delete a valn till its members are deleted
4,gw3,switching/test_portchannel.py,,,0:00:29,2023-12-27 03:38:31,0,1,0,2,Module Prolog,"V3, V4",,
5,gw3,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Pass,0:00:36,2023-12-27 03:38:58,0,1,0,2,Test case passed,"V3, V4",,"This test case covers below test scenarios/tests FtOpSoSwLagFn041 : Verify that port-channel is up or not when port-channel created followed by add it to VLAN and then making the port-channel up. FtOpSoSwLagFn042 : Verify that port-channel is up when port-channel is created, making the port-channel up and then adding the port-channel to VLAN"
6,gw3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,Pass,0:00:21,2023-12-27 03:39:18,0,1,0,2,Test case passed,"V3, V4",,
7,gw3,switching/test_portchannel.py,,,0:00:13,2023-12-27 03:39:30,0,1,0,2,Module Epilog,"V3, V4",,
8,gw2,switching/test_vlan.py,test_ft_vlan_trunk_tagged,Pass,0:01:26,2023-12-27 03:39:50,0,1,0,2,Test case passed,"V1, V2",,Verify that over vlan trunk tagged packets received and be sent out with tag or without tag determined by traffic received from TGen.
9,gw3,system/test_interface.py,,,0:00:51,2023-12-27 03:42:08,0,1,0,2,Module Prolog,"V3, V4",,
10,gw3,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,Fail,0:01:24,2023-12-27 03:43:27,0,1,0,2,interface is down on DUT ['Ethernet48'],"V3, V4",,
11,gw3,system/test_interface.py,,,0:00:10,2023-12-27 03:43:36,0,1,0,2,Module Epilog,"V3, V4",,
12,gw3,system/test_ssh.py,,,0:01:30,2023-12-27 03:47:57,0,1,0,2,Module Prolog,"V3, V4",,
13,gw3,system/test_ssh.py,test_ft_ssh_service_disable,Pass,0:00:08,2023-12-27 03:48:00,0,1,0,2,Test case passed,"V3, V4",,
14,gw3,system/test_ssh.py,test_ft_ssh_add_user_verify,EnvFail,0:13:07,2023-12-27 04:01:06,0,1,0,2,Console hang observed. Exiting.,"V3, V4",,
15,gw2,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot,DUTFail,0:28:44,2023-12-27 04:08:34,0,1,0,2,config command 'show interfaces counters -a' failed,"V1, V2",,This script covers the below scenarios ft_max_vlan_save_reload	    Verify the save and reload functionality with max vlan configuration. ft_max_vlan_fast_reload	    Verify the max vlan configuration is retained after fast-reboot. FtOpSoSwVlFn026	            Verify that VLAN is present and traffic is not disturbed during and after warm reboot FtOpSoSysFRFn005            Verify the Fast-Reboot must disrupt control plane not more than 90 seconds (from sonic test suite -configuration tests) ft_reboot_fdb_fast_reboot   Verify that the FDB entry is retained after fast reboot.
16,gw2,switching/test_vlan.py,,,0:00:07,2023-12-27 04:08:40,0,1,0,2,Module Epilog,"V1, V2",,
17,gw3,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,ConfigFail,0:00:00,2023-12-27 05:16:47,0,1,0,2,module configuration failed.  @5445,"V3, V4",,"ceta-sonic-67575: Verify that on successful ssh login, error logs are generated"
18,gw3,system/test_ssh.py,,,0:26:52,2023-12-27 05:43:39,0,1,0,2,Module Epilog,"V3, V4",,
19,gw7,system/test_snapshot.py,,,0:00:33,2023-12-27 05:57:46,0,1,0,1,Module Prolog,V4,,
20,gw7,system/test_snapshot.py,test_ft_watermark_telemetry_interval,Pass,0:00:15,2023-12-27 05:57:56,0,1,0,1,verification of configured telemetry interval and reset to default interval is successful,V4,,
21,gw7,system/test_snapshot.py,,,0:00:12,2023-12-27 05:58:07,0,1,0,1,Module Epilog,V4,,
22,gw7,system/test_ntp.py,,,0:00:32,2023-12-27 06:00:16,0,1,0,1,Module Prolog,V4,,
23,gw7,system/test_ntp.py,test_ft_ntp_disable_enable_with_message_log,Pass,0:14:33,2023-12-27 06:14:44,0,1,0,1,Test case passed,V4,,Referrence Topology : 	Test bed ID:4 D1--Mgmt network Verify that Ntp synchronization is successful after doing NTP server on and off  and the message log display the correct time based upon the system up time.
24,gw7,system/test_ntp.py,test_ntp_exists_config,Pass,0:00:11,2023-12-27 06:14:55,0,1,0,1,Test case passed,V4,,
25,gw7,system/test_ntp.py,,,0:00:05,2023-12-27 06:14:59,0,1,0,1,Module Epilog,V4,,
26,gw7,system/test_snmp.py,,,0:01:39,2023-12-27 06:18:17,0,1,0,1,Module Prolog,V4,,
27,gw7,system/test_snmp.py,test_ft_snmp_sysName,Pass,0:00:06,2023-12-27 06:18:18,0,1,0,1,Test case passed,V4,,Verify that the sysName MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
28,gw7,system/test_snmp.py,test_ft_snmp_test_syUpTime,Pass,0:00:06,2023-12-27 06:18:23,0,1,0,1,Test case passed,V4,,Verify that the sysUpTime MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
29,gw7,system/test_snmp.py,test_ft_snmp_sysDescr,Pass,0:00:08,2023-12-27 06:18:30,0,1,0,1,Test case passed,V4,,Verify that the sysDescr MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
30,gw7,system/test_snmp.py,test_ft_snmp_mib_2,Pass,0:00:09,2023-12-27 06:18:39,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on mib_2 MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
31,gw7,system/test_snmp.py,test_ft_snmp_if_mib_all,Pass,0:00:05,2023-12-27 06:18:44,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on if_mib_all MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
32,gw7,system/test_snmp.py,test_ft_snmp_entity_mib_all,Pass,0:00:05,2023-12-27 06:18:48,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on entity_mib_all MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
33,gw7,system/test_snmp.py,test_ft_snmp_dot1q_dot1db_mib,Pass,0:00:05,2023-12-27 06:18:52,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on dot1q MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
34,gw7,system/test_snmp.py,test_ft_snmp_root_node_walk,Pass,0:00:13,2023-12-27 06:19:05,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on entity_sensor_mib MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
35,gw7,system/test_snmp.py,test_ft_snmp_ipAddressRowStatus_ipv6,Pass,0:00:11,2023-12-27 06:19:15,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on IP-MIB::ipAddressRowStatus.ipv6 MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
36,gw7,system/test_snmp.py,test_ft_snmp_ipAddressStorageType_ipv6,Pass,0:00:05,2023-12-27 06:19:19,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on IP-MIB::ipAddressStorageType.ipv6 MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
37,gw7,system/test_snmp.py,test_ft_snmp_ipv6_If_Forward_default_HopLimit,Pass,0:00:05,2023-12-27 06:19:24,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on  ipv6IpForwarding and ipv6IpDefaultHopLimit MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
38,gw7,system/test_snmp.py,test_ft_snmp_ipv6scope_index_table,Pass,0:00:05,2023-12-27 06:19:28,0,1,0,1,Test case passed,V4,,Verify that snmpwalk on ipv6ScopeZoneIndexTable MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
39,gw7,system/test_snmp.py,test_ft_snmp_ip_forward_table,Pass,0:00:07,2023-12-27 06:19:35,0,1,0,1,Test case passed,V4,,Verify that snmpwalk walk on ipForwardTable MIB functions properly Reference Test Bed : D1 --- Mgmt Network
40,gw7,system/test_snmp.py,test_ft_snmp_ifx_table,Pass,0:00:06,2023-12-27 06:19:40,0,1,0,1,Test case passed,V4,,Verify snmpwalk for ifXTable Object gives list of interface entries on the switch. Reference Test Bed : D1 --- Mgmt Network
41,gw7,system/test_snmp.py,test_ft_snmp_ip_System_Stats_Table,Pass,0:00:05,2023-12-27 06:19:45,0,1,0,1,Test case passed,V4,,"Verify snmpwalk for ipSystemStatsTable Object gives the table containing system wide, IP version specific traffic statistics. Reference Test Bed : D1 --- Mgmt Network"
42,gw7,system/test_snmp.py,test_ft_snmp_ip_IfStats_Table,Pass,0:00:05,2023-12-27 06:19:49,0,1,0,1,Test case passed,V4,,Verify snmpwalk for ipIfStatsTable Object gives the table containing per-interface traffic statistics. Reference Test Bed : D1 --- Mgmt Network
43,gw7,system/test_snmp.py,test_ft_snmp_ip_Address_Table,Pass,0:00:05,2023-12-27 06:19:54,0,1,0,1,Test case passed,V4,,Verify snmpwalk for ipAddressTable Object gives table contains addressing information relevant to the entity's interfaces. Reference Test Bed : D1 --- Mgmt Network
44,gw7,system/test_snmp.py,test_ft_snmp_ip_NetToPhysical_Table,Pass,0:00:05,2023-12-27 06:19:58,0,1,0,1,Test case passed,V4,,Verify snmpwalk for ipNetToPhysicalTable Object gives each entry contains one IP address to physical address equivalence. Reference Test Bed : D1 --- Mgmt Network
