#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw2,switching/test_vlan.py,,,0:00:41,2024-01-06 01:04:50,0,1,0,2,Module Prolog,"V3, V4",,
2,gw2,switching/test_vlan.py,test_ft_add_unknownvlan_interface,Pass,0:00:10,2024-01-06 01:04:54,0,1,0,2,Test case passed,"V3, V4",,verify that DUT should not assign unknown pvid
3,gw2,switching/test_vlan.py,test_ft_vlan_delete_with_member,Pass,0:00:15,2024-01-06 01:05:09,0,1,0,2,Test case passed,"V3, V4",,Verify that user is not able to delete a valn till its members are deleted
4,gw3,switching/test_portchannel.py,,,0:00:52,2024-01-06 01:05:10,0,1,0,2,Module Prolog,"V1, V2",,
5,gw3,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Pass,0:00:44,2024-01-06 01:05:44,0,1,0,2,Test case passed,"V1, V2",,"This test case covers below test scenarios/tests FtOpSoSwLagFn041 : Verify that port-channel is up or not when port-channel created followed by add it to VLAN and then making the port-channel up. FtOpSoSwLagFn042 : Verify that port-channel is up when port-channel is created, making the port-channel up and then adding the port-channel to VLAN"
6,gw3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,Pass,0:00:25,2024-01-06 01:06:08,0,1,0,2,Test case passed,"V1, V2",,
7,gw2,switching/test_vlan.py,test_ft_vlan_trunk_tagged,Pass,0:01:27,2024-01-06 01:06:35,0,1,0,2,Test case passed,"V3, V4",,Verify that over vlan trunk tagged packets received and be sent out with tag or without tag determined by traffic received from TGen.
8,gw3,switching/test_portchannel.py,,,0:00:35,2024-01-06 01:06:43,0,1,0,2,Module Epilog,"V1, V2",,
9,gw3,system/test_lldp.py,,,0:04:37,2024-01-06 01:13:20,0,1,0,2,Module Prolog,"V1, V2",,
10,gw3,system/test_lldp.py,test_ft_lldp_LocManAddrLen,Fail,0:00:00,2024-01-06 01:13:20,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify that the LocManAddrLen MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
11,gw3,system/test_lldp.py,test_ft_lldp_LocManAddrlfld,Fail,0:00:00,2024-01-06 01:13:21,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify that the LocManAddrlfld MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
12,gw3,system/test_lldp.py,test_ft_lldp_LocManAddrEntry,Fail,0:00:00,2024-01-06 01:13:21,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify that the LocManAddrEntry MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
13,gw3,system/test_lldp.py,test_ft_lldp_ConfigManAddrEntry,Fail,0:00:00,2024-01-06 01:13:21,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify that the ConfigManAddrEntry MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
14,gw3,system/test_lldp.py,test_ft_lldp_lldplocportid,Fail,0:00:00,2024-01-06 01:13:22,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the syntax check of the object lldplocportid. Reference Test Bed : D1 <---> D2
15,gw3,system/test_lldp.py,test_ft_lldp_lldplocsysname,Fail,0:00:00,2024-01-06 01:13:22,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the syntax check of the object lldplocsysname. Reference Test Bed : D1 <---> D2
16,gw3,system/test_lldp.py,test_ft_lldp_lldplocsysdesc,Fail,0:00:00,2024-01-06 01:13:23,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the syntax check of the object lldplocsysdesc. Reference Test Bed : D1 <---> D2
17,gw3,system/test_lldp.py,test_ft_lldp_rem_man_addr_table,Fail,0:00:00,2024-01-06 01:13:23,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the syntax check of the object LLDPRemManAddrTable. Reference Test Bed : D1 <---> D2
18,gw3,system/test_lldp.py,test_ft_lldp_non_default_config,Fail,0:00:00,2024-01-06 01:13:23,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify non default LLDP neighbor config. Reference Test Bed : D1 <--2--> D2
19,gw3,system/test_lldp.py,test_ft_lldp_docker_restart,Fail,0:00:00,2024-01-06 01:13:24,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the LLDP functionality after docker restart. Reference Test Bed : D1 <--2--> D2
20,gw3,system/test_lldp.py,test_lldp_verify_counters,Fail,0:00:00,2024-01-06 01:13:24,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify LLDP PDUs are not transmitted when the feature is disabled.
