#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/VRF/test_vrf_scale.py,,,0:27:20,2023-12-28 01:24:59,0,1,0,2,Module Prolog,"V1, V2",,
2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:30,2023-12-28 01:32:21,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V1, V2",,
3,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,2023-12-28 01:34:27,0,1,0,2,Test case passed,"V1, V2",,
4,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:45,2023-12-28 01:44:12,0,1,0,2,Test case passed,"V1, V2",,
5,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:13:38,2023-12-28 01:57:50,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V1, V2",,
6,routing/VRF/test_vrf_scale.py,,,0:00:05,2023-12-28 01:57:55,0,1,0,2,Module Epilog,"V1, V2",,
7,routing/test_ip.py,,,0:02:21,2023-12-28 02:05:50,0,1,0,2,Module Prolog,"V1, V2",,
8,routing/test_ip.py,test_l3_v4_route_po_1,Fail,0:02:30,2023-12-28 02:08:14,0,1,0,2,Test case Failed.,"V1, V2",,
9,routing/test_ip.py,test_ft_ping_v4_v6_vlan,Pass,0:00:07,2023-12-28 02:08:21,0,1,0,2,Test case passed,"V1, V2",,
10,routing/test_ip.py,test_ft_ping_v4_v6_after_ip_change_pc,Pass,0:00:23,2023-12-28 02:08:43,0,1,0,2,Test case passed,"V1, V2",,
11,routing/test_ip.py,test_ft_ip6_static_route_traffic_forward_blackhole,Fail,0:01:12,2023-12-28 02:09:55,0,1,0,2,traffic verification is failed,"V1, V2",,
12,routing/test_ip.py,test_ft_ip_static_route_traffic_forward,Pass,0:00:57,2023-12-28 02:10:52,0,1,0,2,Test case passed,"V1, V2",,
13,routing/test_ip.py,test_ft_ip_v4_v6_L2_L3_translation,Pass,0:01:33,2023-12-28 02:12:24,0,1,0,2,Test case passed,"V1, V2",,
14,routing/test_ip.py,test_ft_verify_interfaces_order,Pass,0:00:33,2023-12-28 02:12:57,0,1,0,2,Test case passed,"V1, V2",,"@author: Ramprakash Reddy (ramprakash-reddy.kanala@broadcom.com) ipv4_intf_order :  Verify order of interfaces in ""show ip interfaces"" ipv6_intf_order :  Verify order of interfaces in ""show ipv6 interfaces' Verify order of interfaces in ""show ip/ipv6 interfaces"" in sorted order or not :return:"
15,routing/test_ip.py,,,0:00:29,2023-12-28 02:13:26,0,1,0,2,Module Epilog,"V1, V2",,
16,routing/BGP/test_bgp_rr_traffic.py,,,0:05:20,2023-12-28 02:21:00,0,1,0,2,Module Prolog,"V1, V2",,
17,routing/BGP/test_bgp_rr_traffic.py,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,Pass,0:02:34,2023-12-28 02:23:28,0,1,0,2,Test case passed,"V1, V2",,
18,routing/BGP/test_bgp_rr_traffic.py,,,0:00:53,2023-12-28 02:24:21,0,1,0,2,Module Epilog,"V1, V2",,
19,sanity/test_sanity_l3.py,,,0:02:54,2023-12-28 02:29:29,0,1,0,2,Module Prolog,"V1, V2",,
20,sanity/test_sanity_l3.py,test_l2_to_l3_port,Fail,0:01:05,2023-12-28 02:30:28,0,1,0,2,Failed to port L2 config to L3 config,"V1, V2",,
21,sanity/test_sanity_l3.py,,,0:00:17,2023-12-28 02:30:44,0,1,0,2,Module Epilog,"V1, V2",,
