#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,L3 Scale and Performance,FtRtPerfFn024,Pass,Mapped,2024-01-04 23:37:34,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
2,L3 Scale and Performance,FtRtPerfFn023,Pass,Mapped,2024-01-04 23:37:34,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
3,VRF-Lite,FtOpSoRoVrfFun052,Pass,Mapped,2024-01-04 23:37:34,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
4,VRF-Lite,FtOpSoRoVrfScl057,Pass,Mapped,2024-01-04 23:39:43,Test case passed,test_vrf_route_leak,routing/VRF/test_vrf_scale.py,"V1, V2",
5,VRF-Lite,FtOpSoRoVrfScl056,Pass,Mapped,2024-01-04 23:49:26,Test case passed,test_vrf_bgp,routing/VRF/test_vrf_scale.py,"V1, V2",
6,VRF-Lite,FtOpSoRoVrfScl058,Pass,Mapped,2024-01-04 23:56:57,Test case passed,test_vrf_reload,routing/VRF/test_vrf_scale.py,"V1, V2",
7,sFlow Hardening,FtOpSfFn008,Pass,SubTest,2024-01-05 00:06:12,Successfully verified sFlow sampling functionality.,test_ft_sflow_sampling_v6_sFlow_collector,system/test_sflow.py,"V1, V2",
8,sFlow Hardening,FtOpSfFn004,Fail,SubTest,2024-01-05 00:06:12,sFlow collector failed to receive sflow sample packets with default sampling rate.,test_ft_sflow_sampling_v6_sFlow_collector,system/test_sflow.py,"V1, V2",
9,sFlow Hardening,FtOpSfFn005,Pass,Mapped,2024-01-05 00:06:47,Successfully verified sFlow sampling functionality.,test_ft_sflow_max_sflow_collector_config,system/test_sflow.py,"V1, V2",
10,sFlow Hardening,FtOpSfFn017,Fail,Mapped,2024-01-05 00:10:21,"Command 'sudo vtysh' failed to give required prompt, recovered using CR",test_ft_system_config_mgmt_verifying_config_with_save_reboot_sflow,system/test_sflow.py,"V1, V2",
11,Regression,FtOtSoRtBgpPlFn025,Pass,Mapped,2024-01-05 00:21:50,Test case passed,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,routing/BGP/test_bgp_rr_traffic.py,"V1, V2",
12,Sanity,l2_to_l3_port,Fail,Mapped,2024-01-05 00:29:50,Failed to port L2 config to L3 config,test_l2_to_l3_port,sanity/test_sanity_l3.py,"V1, V2",
