#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:43,2024-01-04 22:51:28,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Fail,0:00:23,2024-01-04 22:51:44,0,1,0,4,Fail: Route advertised by DUT1 not found on DUT3,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Fail,0:00:48,2024-01-04 22:52:32,0,1,0,4,Fail: DUT4 did not learn the routes advertised by peer DUT2,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:39,2024-01-04 22:53:10,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,ScriptError,0:00:39,2024-01-04 22:53:55,0,1,0,4,Exception IndexError list index out of range in file /tests/routing/BGP/test_bgp_4node.py at line 690,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:19,2024-01-04 22:58:13,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:35,2024-01-04 22:58:47,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw3,routing/VRF/test_vrf.py,,,0:08:23,2024-01-04 23:14:00,0,1,0,2,Module Prolog,"V3, V4",,
9,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,Pass,0:00:27,2024-01-04 23:14:21,0,1,0,2,Test case passed,"V3, V4",,
10,gw3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:30,2024-01-04 23:14:50,0,1,0,2,Test case passed,"V3, V4",,
11,gw3,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2024-01-04 23:16:40,0,1,0,2,Test case passed,"V3, V4",,
12,gw3,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:46,2024-01-04 23:17:25,0,1,0,2,Test case passed,"V3, V4",,
13,gw3,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:03:31,2024-01-04 23:20:56,0,1,0,2,Test case passed,"V3, V4",,
14,gw3,routing/VRF/test_vrf.py,,,0:00:26,2024-01-04 23:21:22,0,1,0,2,Module Epilog,"V3, V4",,
15,gw3,routing/BGP/test_bgp.py,,,0:06:19,2024-01-04 23:30:30,0,1,0,2,Module Prolog,"V3, V4",,
16,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:22,2024-01-04 23:30:46,0,1,0,2,Test case passed,"V3, V4",,Verify that BGP peer session is established with v6 link local address
17,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:16,2024-01-04 23:31:02,0,1,0,2,Test case passed,"V3, V4",,
18,gw2,routing/VRF/test_vrf_scale.py,,,0:27:50,2024-01-04 23:33:31,0,1,0,2,Module Prolog,"V1, V2",,
19,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:32,2024-01-04 23:34:33,0,1,0,2,Test case passed,"V3, V4",,
20,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2024-01-04 23:34:46,0,1,0,2,Test case passed,"V3, V4",,
21,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Fail,0:01:42,2024-01-04 23:36:27,0,1,0,2,Test case Failed.,"V3, V4",,
22,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Pass,0:04:10,2024-01-04 23:37:34,0,1,0,2,Test case passed,"V1, V2",,
