#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/BGP/test_bgp.py,,,0:03:30,2024-01-01 01:00:28,0,1,0,2,Module Prolog,"V1, V2",,
2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:21,2024-01-01 01:00:44,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peer session is established with v6 link local address
3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:16,2024-01-01 01:00:59,0,1,0,2,Test case passed,"V1, V2",,
4,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:34,2024-01-01 01:04:33,0,1,0,2,Test case passed,"V1, V2",,
5,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2024-01-01 01:04:45,0,1,0,2,Test case passed,"V1, V2",,
6,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Pass,0:01:44,2024-01-01 01:06:28,0,1,0,2,Test case passed,"V1, V2",,
7,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,Pass,0:01:47,2024-01-01 01:08:15,0,1,0,2,Test case passed,"V1, V2",,
8,routing/BGP/test_bgp.py,TestBGPRif.test_bgp_route_aggregation_4byteASN,Pass,0:01:22,2024-01-01 01:09:36,0,1,0,2,Test case passed,"V1, V2",,
9,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,Pass,0:01:03,2024-01-01 01:10:39,0,1,0,2,Test case passed,"V1, V2",,
10,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_dyn_nbr,Pass,0:00:33,2024-01-01 01:11:11,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peering is formed with dynamic neighbors having 4btye ASN
11,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_dyn_nbr,Pass,0:00:31,2024-01-01 01:11:42,0,1,0,2,Test case passed,"V1, V2",,Verify that ipv6 BGP peering is formed with dynamic neighbors
12,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,Fail,0:04:46,2024-01-01 01:16:28,0,1,0,2,Test case Failed Failed to form BGP peering using max dynamic ipv4 neighbors,"V1, V2",,Verify that BGP peering is established with maximum supported dynamic neighbors with maximum listen ranges at once
13,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_rmap,Pass,0:00:20,2024-01-01 01:16:48,0,1,0,2,Test case passed,"V1, V2",,Verify a route map application after route has been installed
14,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv4,Pass,0:00:20,2024-01-01 01:18:45,0,1,0,2,The operation is successful,"V1, V2",,
15,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv4,Pass,0:00:21,2024-01-01 01:19:06,0,1,0,2,Test case passed,"V1, V2",,
16,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv4,Pass,0:00:15,2024-01-01 01:19:21,0,1,0,2,Test case passed,"V1, V2",,
17,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4,Pass,0:00:15,2024-01-01 01:19:36,0,1,0,2,Test case passed,"V1, V2",,
18,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4,Pass,0:00:28,2024-01-01 01:20:03,0,1,0,2,Test case passed,"V1, V2",,
19,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv4,Pass,0:00:16,2024-01-01 01:20:18,0,1,0,2,Test case passed,"V1, V2",,
20,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv4,Unsupported,0:00:12,2024-01-01 01:20:30,0,1,0,2,UI 'klish' unsupported router bgp 65001,"V1, V2",,
21,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv6,Pass,0:00:20,2024-01-01 01:20:49,0,1,0,2,The operation is successful,"V1, V2",,
22,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv6,Pass,0:00:21,2024-01-01 01:21:09,0,1,0,2,Test case passed,"V1, V2",,
23,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,Pass,0:00:15,2024-01-01 01:21:24,0,1,0,2,Test case passed,"V1, V2",,
24,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv6,Pass,0:00:15,2024-01-01 01:21:39,0,1,0,2,Test case passed,"V1, V2",,
25,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv6,Pass,0:00:16,2024-01-01 01:21:55,0,1,0,2,Test case passed,"V1, V2",,
26,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_out_ipv6,Pass,0:00:16,2024-01-01 01:22:10,0,1,0,2,Test case passed,"V1, V2",,
27,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv6,Pass,0:00:16,2024-01-01 01:22:26,0,1,0,2,Test case passed,"V1, V2",,
28,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv6,Fail,0:00:21,2024-01-01 01:22:47,0,1,0,2,Entry not found,"V1, V2",,
29,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_bgp_route_map_with_community,Pass,0:00:25,2024-01-01 01:23:11,0,1,0,2,The operation is successful,"V1, V2",,
30,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_update_source,Pass,0:00:33,2024-01-01 01:23:44,0,1,0,2,Test case passed,"V1, V2",,
31,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_authentication,Pass,0:06:34,2024-01-01 01:30:18,0,1,0,2,Test case passed,"V1, V2",,
32,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_route_aggregate_ipv6,Pass,0:00:26,2024-01-01 01:30:43,0,1,0,2,Test case passed,"V1, V2",,
33,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_static_blackhole_rt_redistribute_with_routemap_ipv6,Pass,0:00:19,2024-01-01 01:31:02,0,1,0,2,Test case passed,"V1, V2",,
34,routing/BGP/test_bgp.py,TestBGPVeLag.test_ft_bgp_clear,Pass,0:00:14,2024-01-01 01:32:51,0,1,0,2,Test case passed,"V1, V2",,
35,routing/BGP/test_bgp.py,TestBGPVeLag.test_ft_bgp_peer_traffic_check,Pass,0:03:31,2024-01-01 01:36:21,0,1,0,2,Test case passed,"V1, V2",,
