#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,L3 Scale and Performance,FtRtPerfFn024,Pass,Mapped,2023-12-28 23:14:45,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
2,L3 Scale and Performance,FtRtPerfFn023,Pass,Mapped,2023-12-28 23:14:45,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
3,VRF-Lite,FtOpSoRoVrfFun052,Pass,Mapped,2023-12-28 23:14:45,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V1, V2",
4,VRF-Lite,FtOpSoRoVrfScl057,Pass,Mapped,2023-12-28 23:16:52,Test case passed,test_vrf_route_leak,routing/VRF/test_vrf_scale.py,"V1, V2",
5,VRF-Lite,FtOpSoRoVrfScl056,Pass,Mapped,2023-12-28 23:26:37,Test case passed,test_vrf_bgp,routing/VRF/test_vrf_scale.py,"V1, V2",
6,VRF-Lite,FtOpSoRoVrfScl058,Pass,Mapped,2023-12-28 23:31:45,Test case passed,test_vrf_reload,routing/VRF/test_vrf_scale.py,"V1, V2",
7,sFlow Hardening,FtOpSfFn008,Pass,SubTest,2023-12-28 23:54:30,Successfully verified sFlow sampling functionality.,test_ft_sflow_sampling_v6_sFlow_collector,system/test_sflow.py,"V1, V2",
8,sFlow Hardening,FtOpSfFn004,Fail,SubTest,2023-12-28 23:54:30,sFlow collector failed to receive sflow sample packets with default sampling rate.,test_ft_sflow_sampling_v6_sFlow_collector,system/test_sflow.py,"V1, V2",
9,sFlow Hardening,FtOpSfFn005,Pass,Mapped,2023-12-28 23:55:04,Successfully verified sFlow sampling functionality.,test_ft_sflow_max_sflow_collector_config,system/test_sflow.py,"V1, V2",
10,sFlow Hardening,FtOpSfFn017,Fail,Mapped,2023-12-28 23:58:38,"Command 'sudo vtysh' failed to give required prompt, recovered using CR",test_ft_system_config_mgmt_verifying_config_with_save_reboot_sflow,system/test_sflow.py,"V1, V2",
11,Regression,FtOtSoRtBgpPlFn025,Pass,Mapped,2023-12-29 00:10:04,Test case passed,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,routing/BGP/test_bgp_rr_traffic.py,"V1, V2",
