#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/VRF/test_vrf_scale.py,,,0:20:31,2024-01-02 23:19:07,0,1,0,2,Module Prolog,"V3, V4",,
2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:06:19,2024-01-02 23:25:19,0,1,0,2,"Command 'show vrf' failed to give required prompt, recovered using CR","V3, V4",,
3,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:10,2024-01-02 23:27:29,0,1,0,2,Test case passed,"V3, V4",,
4,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Fail,0:12:45,2024-01-02 23:40:13,0,1,0,2,Test case Failed.,"V3, V4",,
5,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:09:36,2024-01-02 23:49:49,0,1,0,2,"Command 'show vrf' failed to give required prompt, recovered using CR","V3, V4",,
6,routing/VRF/test_vrf_scale.py,,,0:00:26,2024-01-02 23:50:14,0,1,0,2,Module Epilog,"V3, V4",,
7,system/test_sflow.py,,,0:04:00,2024-01-02 23:57:23,0,1,0,2,Module Prolog,"V3, V4",,
8,system/test_sflow.py,test_ft_sflow_sampling_v6_sFlow_collector,Fail,0:02:25,2024-01-02 23:59:42,0,1,0,2,Test case Failed.,"V3, V4",,Name: Sreenivasula Reddy Vennapusa Email:  sreenivasula.reddy@broadcom.com Objective - FtOpSfFn004 : Verify sFlow sampling functionality through Front end port on physical interfaces using IPV6 connectivity to sFlow collector. Test bed details: TG1(192.168.1.1)---(192.168.1.2)Partner(192.168.2.1/24)---(192.168.2.2/24)DUT(192.168.3.1)---(192.168.3.3/24)TG2 |(192.168.4.1/24) |(2001::1/64) | |(2001::2 |(192.168.4.4/24) TG3(sFlow collector)
9,system/test_sflow.py,test_ft_sflow_max_sflow_collector_config,Pass,0:00:32,2024-01-03 00:00:14,0,1,0,2,Successfully verified sFlow sampling functionality.,"V3, V4",,"Name: Sreenivasula Reddy Vennapusa Email:  sreenivasula.reddy@broadcom.com Objective - FtOpSfFn005 : Verify max sFlow collectors configuration with different combinations (2 IPV4,2 IPV6,combination of both). Test bed details: TG1(192.168.1.1)---(192.168.1.2)Partner(192.168.2.1/24)---(192.168.2.2/24)DUT(192.168.3.1)---(192.168.3.3/24)TG2 |(192.168.4.1/24) | | |(192.168.4.4/24) TG3(sFlow collector)"
10,system/test_sflow.py,test_ft_system_config_mgmt_verifying_config_with_save_reboot_sflow,Pass,0:01:23,2024-01-03 00:01:36,0,1,0,2,Test case passed,"V3, V4",,
11,system/test_sflow.py,,,0:00:57,2024-01-03 00:02:32,0,1,0,2,Module Epilog,"V3, V4",,
12,routing/test_ip.py,,,0:02:13,2024-01-03 00:08:56,0,1,0,2,Module Prolog,"V3, V4",,
13,routing/test_ip.py,test_l3_v4_route_po_1,TGenFail,0:03:49,2024-01-03 00:12:39,0,1,0,2,Traffic generator API Failed with status 209 TX Counter raw_pkt_count is zero for port: port-9,"V3, V4",,
14,routing/test_ip.py,test_ft_ping_v4_v6_vlan,Fail,0:00:10,2024-01-03 00:12:48,0,1,0,2,Failed to ping ip address 192.168.2.1,"V3, V4",,
15,routing/test_ip.py,test_ft_ping_v4_v6_after_ip_change_pc,Fail,0:00:07,2024-01-03 00:12:55,0,1,0,2,Portchannel PortChannel100 on V4 state Up verification failed.,"V3, V4",,
16,routing/test_ip.py,test_ft_ip6_static_route_traffic_forward_blackhole,Fail,0:01:11,2024-01-03 00:14:06,0,1,0,2,traffic verification is failed,"V3, V4",,
17,routing/test_ip.py,test_ft_ip_static_route_traffic_forward,Pass,0:00:58,2024-01-03 00:15:03,0,1,0,2,Test case passed,"V3, V4",,
18,routing/test_ip.py,test_ft_ip_v4_v6_L2_L3_translation,Pass,0:01:33,2024-01-03 00:16:35,0,1,0,2,Test case passed,"V3, V4",,
19,routing/test_ip.py,test_ft_verify_interfaces_order,Pass,0:00:32,2024-01-03 00:17:06,0,1,0,2,Test case passed,"V3, V4",,"@author: Ramprakash Reddy (ramprakash-reddy.kanala@broadcom.com) ipv4_intf_order :  Verify order of interfaces in ""show ip interfaces"" ipv6_intf_order :  Verify order of interfaces in ""show ipv6 interfaces' Verify order of interfaces in ""show ip/ipv6 interfaces"" in sorted order or not :return:"
20,routing/test_ip.py,,,0:00:48,2024-01-03 00:17:54,0,1,0,2,Module Epilog,"V3, V4",,
