#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/VRF/test_vrf_scale.py,,,0:28:10,2024-01-06 01:29:44,0,1,0,2,Module Prolog,"V3, V4",,
2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:29,2024-01-06 01:37:05,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
3,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,2024-01-06 01:39:12,0,1,0,2,Test case passed,"V3, V4",,
4,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:45,2024-01-06 01:48:57,0,1,0,2,Test case passed,"V3, V4",,
5,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:13:39,2024-01-06 02:02:35,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
6,routing/VRF/test_vrf_scale.py,,,0:00:05,2024-01-06 02:02:40,0,1,0,2,Module Epilog,"V3, V4",,
7,routing/test_ip.py,,,0:01:50,2024-01-06 02:09:56,0,1,0,2,Module Prolog,"V3, V4",,
8,routing/test_ip.py,test_l3_v4_route_po_1,Pass,0:02:18,2024-01-06 02:12:08,0,1,0,2,Test case passed,"V3, V4",,
9,routing/test_ip.py,test_ft_ping_v4_v6_vlan,Pass,0:00:09,2024-01-06 02:12:17,0,1,0,2,Test case passed,"V3, V4",,
10,routing/test_ip.py,test_ft_ping_v4_v6_after_ip_change_pc,Pass,0:00:23,2024-01-06 02:12:39,0,1,0,2,Test case passed,"V3, V4",,
11,routing/test_ip.py,test_ft_ip6_static_route_traffic_forward_blackhole,Pass,0:01:31,2024-01-06 02:14:09,0,1,0,2,Test case passed,"V3, V4",,
12,routing/test_ip.py,test_ft_ip_static_route_traffic_forward,Pass,0:00:58,2024-01-06 02:15:07,0,1,0,2,Test case passed,"V3, V4",,
13,routing/test_ip.py,test_ft_ip_v4_v6_L2_L3_translation,Pass,0:01:33,2024-01-06 02:16:39,0,1,0,2,Test case passed,"V3, V4",,
14,routing/test_ip.py,test_ft_verify_interfaces_order,Pass,0:00:32,2024-01-06 02:17:10,0,1,0,2,Test case passed,"V3, V4",,"@author: Ramprakash Reddy (ramprakash-reddy.kanala@broadcom.com) ipv4_intf_order :  Verify order of interfaces in ""show ip interfaces"" ipv6_intf_order :  Verify order of interfaces in ""show ipv6 interfaces' Verify order of interfaces in ""show ip/ipv6 interfaces"" in sorted order or not :return:"
15,routing/test_ip.py,,,0:00:29,2024-01-06 02:17:39,0,1,0,2,Module Epilog,"V3, V4",,
16,sanity/test_sanity_l3.py,,,0:01:44,2024-01-06 02:21:38,0,1,0,2,Module Prolog,"V3, V4",,
17,sanity/test_sanity_l3.py,test_l2_to_l3_port,Fail,0:00:55,2024-01-06 02:22:27,0,1,0,2,Failed to port L2 config to L3 config,"V3, V4",,
18,sanity/test_sanity_l3.py,,,0:00:16,2024-01-06 02:22:43,0,1,0,2,Module Epilog,"V3, V4",,
