#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,switching/test_portchannel.py,,,0:00:48,2024-01-06 02:54:14,0,1,0,2,Module Prolog,"V1, V2",,
2,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Fail,0:01:51,2024-01-06 02:55:56,0,1,0,2,"Portchannel PortChannel7 on V1 with member ['Ethernet16', 'Ethernet20'] verification failed","V1, V2",,"This test case covers below test scenarios/tests FtOpSoSwLagFn041 : Verify that port-channel is up or not when port-channel created followed by add it to VLAN and then making the port-channel up. FtOpSoSwLagFn042 : Verify that port-channel is up when port-channel is created, making the port-channel up and then adding the port-channel to VLAN"
3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,ConfigFail,0:00:39,2024-01-06 02:56:35,0,1,0,2,pre-test configuration failed Invalid error code PortChannel Verification Failed : unknown message identifier 'PortChannel Verification Failed' @5430,"V1, V2",,
4,switching/test_portchannel.py,,,0:00:33,2024-01-06 02:57:07,0,1,0,2,Module Epilog,"V1, V2",,
5,system/test_interface.py,,,0:01:13,2024-01-06 03:00:32,0,1,0,2,Module Prolog,"V1, V2",,
6,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,DUTFail,0:00:49,2024-01-06 03:01:16,0,1,0,2,config command 'sudo -s config interface ip remove Ethernet16 11.11.11.11/24' failed,"V1, V2",,
7,system/test_interface.py,,,0:00:29,2024-01-06 03:01:45,0,1,0,2,Module Epilog,"V1, V2",,
8,system/test_ssh.py,,,0:01:59,2024-01-06 03:06:49,0,1,0,2,Module Prolog,"V1, V2",,
9,system/test_ssh.py,test_ft_ssh_service_disable,Pass,0:00:08,2024-01-06 03:06:52,0,1,0,2,Test case passed,"V1, V2",,
10,system/test_ssh.py,test_ft_ssh_add_user_verify,Fail,0:09:05,2024-01-06 03:15:57,0,1,0,2,Test case Failed.,"V1, V2",,
11,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,Pass,0:00:22,2024-01-06 03:16:18,0,1,0,2,Test case passed,"V1, V2",,"ceta-sonic-67575: Verify that on successful ssh login, error logs are generated"
12,system/test_ssh.py,,,0:00:51,2024-01-06 03:17:08,0,1,0,2,Module Epilog,"V1, V2",,
