#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,switching/test_portchannel.py,,,0:00:49,2024-01-05 01:07:41,0,1,0,2,Module Prolog,"V1, V2",,
2,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Pass,0:00:44,2024-01-05 01:08:14,0,1,0,2,Test case passed,"V1, V2",,"This test case covers below test scenarios/tests FtOpSoSwLagFn041 : Verify that port-channel is up or not when port-channel created followed by add it to VLAN and then making the port-channel up. FtOpSoSwLagFn042 : Verify that port-channel is up when port-channel is created, making the port-channel up and then adding the port-channel to VLAN"
3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,Pass,0:00:25,2024-01-05 01:08:39,0,1,0,2,Test case passed,"V1, V2",,
4,switching/test_portchannel.py,,,0:00:35,2024-01-05 01:09:14,0,1,0,2,Module Epilog,"V1, V2",,
5,system/test_interface.py,,,0:03:05,2024-01-05 01:15:02,0,1,0,2,Module Prolog,"V1, V2",,
6,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,DUTFail,0:01:01,2024-01-05 01:15:58,0,1,0,2,Error response from daemon: Container is not running,"V1, V2",,
7,system/test_interface.py,,,0:00:30,2024-01-05 01:16:27,0,1,0,2,Module Epilog,"V1, V2",,
8,system/test_lldp.py,,,0:04:25,2024-01-05 01:23:58,0,1,0,2,Module Prolog,"V1, V2",,
9,system/test_lldp.py,test_ft_lldp_LocManAddrLen,Fail,0:00:00,2024-01-05 01:23:58,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify that the LocManAddrLen MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
10,system/test_lldp.py,test_ft_lldp_LocManAddrlfld,Fail,0:00:00,2024-01-05 01:23:58,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify that the LocManAddrlfld MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
11,system/test_lldp.py,test_ft_lldp_LocManAddrEntry,Fail,0:00:00,2024-01-05 01:23:59,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify that the LocManAddrEntry MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
12,system/test_lldp.py,test_ft_lldp_ConfigManAddrEntry,Fail,0:00:00,2024-01-05 01:23:59,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify that the ConfigManAddrEntry MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
13,system/test_lldp.py,test_ft_lldp_lldplocportid,Fail,0:00:00,2024-01-05 01:23:59,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the syntax check of the object lldplocportid. Reference Test Bed : D1 <---> D2
14,system/test_lldp.py,test_ft_lldp_lldplocsysname,Fail,0:00:00,2024-01-05 01:24:00,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the syntax check of the object lldplocsysname. Reference Test Bed : D1 <---> D2
15,system/test_lldp.py,test_ft_lldp_lldplocsysdesc,Fail,0:00:00,2024-01-05 01:24:00,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the syntax check of the object lldplocsysdesc. Reference Test Bed : D1 <---> D2
16,system/test_lldp.py,test_ft_lldp_rem_man_addr_table,Fail,0:00:00,2024-01-05 01:24:01,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the syntax check of the object LLDPRemManAddrTable. Reference Test Bed : D1 <---> D2
17,system/test_lldp.py,test_ft_lldp_non_default_config,Fail,0:00:00,2024-01-05 01:24:01,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify non default LLDP neighbor config. Reference Test Bed : D1 <--2--> D2
18,system/test_lldp.py,test_ft_lldp_docker_restart,Fail,0:00:00,2024-01-05 01:24:01,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify the LLDP functionality after docker restart. Reference Test Bed : D1 <--2--> D2
19,system/test_lldp.py,test_lldp_verify_counters,Fail,0:00:00,2024-01-05 01:24:02,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,Verify LLDP PDUs are not transmitted when the feature is disabled.
20,system/test_lldp.py,test_ft_lldp_with_remote_server,Fail,0:00:00,2024-01-05 01:24:02,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V1, V2",,
21,system/test_lldp.py,,,0:04:32,2024-01-05 01:24:02,0,1,0,2,Module Epilog,"V1, V2",,
