#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:21,2024-01-06 00:49:11,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Pass,0:00:22,2024-01-06 00:49:26,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Pass,0:00:47,2024-01-06 00:50:13,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:39,2024-01-06 00:50:51,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,Pass,0:00:37,2024-01-06 00:51:33,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:18,2024-01-06 00:55:51,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:14,2024-01-06 00:56:05,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw2,routing/BGP/test_bgp.py,,,0:03:31,2024-01-06 01:05:04,0,1,0,2,Module Prolog,"V1, V2",,
9,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:21,2024-01-06 01:05:20,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peer session is established with v6 link local address
10,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:14,2024-01-06 01:05:33,0,1,0,2,Test case passed,"V1, V2",,
11,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:31,2024-01-06 01:09:04,0,1,0,2,Test case passed,"V1, V2",,
12,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2024-01-06 01:09:17,0,1,0,2,Test case passed,"V1, V2",,
13,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Pass,0:01:43,2024-01-06 01:11:00,0,1,0,2,Test case passed,"V1, V2",,
14,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,Pass,0:01:47,2024-01-06 01:12:46,0,1,0,2,Test case passed,"V1, V2",,
15,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_bgp_route_aggregation_4byteASN,Pass,0:01:21,2024-01-06 01:14:07,0,1,0,2,Test case passed,"V1, V2",,
16,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,Pass,0:01:02,2024-01-06 01:15:08,0,1,0,2,Test case passed,"V1, V2",,
17,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_dyn_nbr,Pass,0:00:33,2024-01-06 01:15:41,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peering is formed with dynamic neighbors having 4btye ASN
18,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_dyn_nbr,Pass,0:00:31,2024-01-06 01:16:12,0,1,0,2,Test case passed,"V1, V2",,Verify that ipv6 BGP peering is formed with dynamic neighbors
19,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,Fail,0:04:47,2024-01-06 01:20:58,0,1,0,2,Test case Failed Failed to form BGP peering using max dynamic ipv4 neighbors,"V1, V2",,Verify that BGP peering is established with maximum supported dynamic neighbors with maximum listen ranges at once
20,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_rmap,Pass,0:00:20,2024-01-06 01:21:18,0,1,0,2,Test case passed,"V1, V2",,Verify a route map application after route has been installed
21,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv4,Pass,0:00:19,2024-01-06 01:23:15,0,1,0,2,The operation is successful,"V1, V2",,
22,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv4,Pass,0:00:22,2024-01-06 01:23:36,0,1,0,2,Test case passed,"V1, V2",,
23,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv4,Pass,0:00:15,2024-01-06 01:23:51,0,1,0,2,Test case passed,"V1, V2",,
24,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4,Pass,0:00:15,2024-01-06 01:24:06,0,1,0,2,Test case passed,"V1, V2",,
25,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4,Pass,0:00:28,2024-01-06 01:24:33,0,1,0,2,Test case passed,"V1, V2",,
26,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv4,Pass,0:00:16,2024-01-06 01:24:49,0,1,0,2,Test case passed,"V1, V2",,
27,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv4,Unsupported,0:00:12,2024-01-06 01:25:00,0,1,0,2,UI 'klish' unsupported router bgp 65001,"V1, V2",,
28,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv6,Pass,0:00:20,2024-01-06 01:25:19,0,1,0,2,The operation is successful,"V1, V2",,
29,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv6,Pass,0:00:21,2024-01-06 01:25:40,0,1,0,2,Test case passed,"V1, V2",,
30,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,Pass,0:00:15,2024-01-06 01:25:55,0,1,0,2,Test case passed,"V1, V2",,
31,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv6,Pass,0:00:16,2024-01-06 01:26:10,0,1,0,2,Test case passed,"V1, V2",,
32,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv6,Pass,0:00:16,2024-01-06 01:26:26,0,1,0,2,Test case passed,"V1, V2",,
33,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_out_ipv6,Pass,0:00:16,2024-01-06 01:26:41,0,1,0,2,Test case passed,"V1, V2",,
34,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv6,Pass,0:00:16,2024-01-06 01:26:57,0,1,0,2,Test case passed,"V1, V2",,
35,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv6,Fail,0:00:21,2024-01-06 01:27:18,0,1,0,2,Entry not found,"V1, V2",,
36,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_bgp_route_map_with_community,Pass,0:00:25,2024-01-06 01:27:42,0,1,0,2,The operation is successful,"V1, V2",,
37,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_update_source,Pass,0:00:33,2024-01-06 01:28:15,0,1,0,2,Test case passed,"V1, V2",,
38,gw3,routing/VRF/test_vrf_scale.py,,,0:28:10,2024-01-06 01:29:44,0,1,0,2,Module Prolog,"V3, V4",,
39,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_authentication,Pass,0:06:34,2024-01-06 01:34:49,0,1,0,2,Test case passed,"V1, V2",,
40,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_route_aggregate_ipv6,Pass,0:00:26,2024-01-06 01:35:14,0,1,0,2,Test case passed,"V1, V2",,
41,gw2,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_static_blackhole_rt_redistribute_with_routemap_ipv6,Pass,0:00:19,2024-01-06 01:35:33,0,1,0,2,Test case passed,"V1, V2",,
42,gw3,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:29,2024-01-06 01:37:05,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
43,gw2,routing/BGP/test_bgp.py,TestBGPVeLag.test_ft_bgp_clear,Pass,0:00:14,2024-01-06 01:37:22,0,1,0,2,Test case passed,"V1, V2",,
44,gw3,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,2024-01-06 01:39:12,0,1,0,2,Test case passed,"V3, V4",,
45,gw2,routing/BGP/test_bgp.py,TestBGPVeLag.test_ft_bgp_peer_traffic_check,Pass,0:03:31,2024-01-06 01:40:52,0,1,0,2,Test case passed,"V1, V2",,
46,gw2,routing/BGP/test_bgp.py,TestBGPL3Lag.test_ft_bgp_l3lag_peer_traffic_check,Pass,0:03:28,2024-01-06 01:45:25,0,1,0,2,Test case passed,"V1, V2",,
47,gw2,routing/BGP/test_bgp.py,,,0:00:47,2024-01-06 01:46:12,0,1,0,2,Module Epilog,"V1, V2",,
48,gw3,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Pass,0:09:45,2024-01-06 01:48:57,0,1,0,2,Test case passed,"V3, V4",,
49,gw2,routing/VRF/test_vrf.py,,,0:08:04,2024-01-06 01:55:12,0,1,0,2,Module Prolog,"V1, V2",,
50,gw2,routing/VRF/test_vrf.py,test_VrfFun001_06,DUTFail,0:00:08,2024-01-06 01:55:17,0,1,0,2,config command 'sudo sonic_installer list' failed,"V1, V2",,
51,gw2,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:28,2024-01-06 01:55:44,0,1,0,2,Test case passed,"V1, V2",,
52,gw2,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2024-01-06 01:57:35,0,1,0,2,Test case passed,"V1, V2",,
53,gw2,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:44,2024-01-06 01:58:18,0,1,0,2,Test case passed,"V1, V2",,
54,gw3,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:13:39,2024-01-06 02:02:35,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
55,gw3,routing/VRF/test_vrf_scale.py,,,0:00:05,2024-01-06 02:02:40,0,1,0,2,Module Epilog,"V3, V4",,
56,gw2,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:06:59,2024-01-06 02:05:17,0,1,0,2,Test case passed,"V1, V2",,
57,gw2,routing/VRF/test_vrf.py,,,0:00:07,2024-01-06 02:05:23,0,1,0,2,Module Epilog,"V1, V2",,
58,gw2,system/test_sflow.py,,,0:01:07,2024-01-06 02:08:40,0,1,0,2,Module Prolog,"V1, V2",,
59,gw3,routing/test_ip.py,,,0:01:50,2024-01-06 02:09:56,0,1,0,2,Module Prolog,"V3, V4",,
