#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:40,2023-12-24 22:55:28,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Pass,0:00:22,2023-12-24 22:55:43,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Pass,0:00:47,2023-12-24 22:56:30,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:39,2023-12-24 22:57:08,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,Pass,0:00:37,2023-12-24 22:57:51,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:19,2023-12-24 23:02:09,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:33,2023-12-24 23:02:42,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw3,routing/VRF/test_vrf.py,,,0:08:08,2023-12-24 23:16:45,0,1,0,2,Module Prolog,"V3, V4",,
9,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,Fail,0:00:40,2023-12-24 23:17:20,0,1,0,2,STEP 12 FAIL: IPv4 BGP session on VRF-102 did not come up,"V3, V4",,
10,gw3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,2023-12-24 23:17:48,0,1,0,2,Test case passed,"V3, V4",,
11,gw3,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Fail,0:02:27,2023-12-24 23:20:14,0,1,0,2,"Static route between VRFs failed for VRf-101, VRF-102 and VRF-103. STEP 3 FAIL: IPv4 Ping from Vrf-102-DUT1 to Vrf-102-DUT2 failed after static route configuration. STEP 4 FAIL: IPv6 Ping from Vrf-102-DUT1 to Vrf-102-DUT2 failed after static route configuration. STEP 5 FAIL: IPv4 Ping from Vrf-103-DUT1 to Vrf-103-DUT2 failed after static route configuration. STEP 6 FAIL: IPv6 Ping from Vrf-103-DUT1 to Vrf-103-DUT2 failed after static route configuration","V3, V4",,
12,gw3,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Fail,0:01:01,2023-12-24 23:21:15,0,1,0,2,"Static route between VRFs failed for VRf-101, VRF-102 and VRF-103. STEP 1 FAIL: IPv4 BGP session on VRF-102 did not come up. STEP 2 FAIL: IPv6 BGP session on VRF-102 did not come up. STEP 3 FAIL: IPv4 BGP session on VRF-103 did not come up. STEP 4 FAIL: IPv6 BGP session on VRF-103 did not come up","V3, V4",,
