#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,switching/test_vlan.py,,,0:00:40,2024-01-05 02:59:12,0,1,0,2,Module Prolog,"V1, V2",,
2,switching/test_vlan.py,test_ft_add_unknownvlan_interface,Pass,0:00:09,2024-01-05 02:59:15,0,1,0,2,Test case passed,"V1, V2",,verify that DUT should not assign unknown pvid
3,switching/test_vlan.py,test_ft_vlan_delete_with_member,Pass,0:00:13,2024-01-05 02:59:27,0,1,0,2,Test case passed,"V1, V2",,Verify that user is not able to delete a valn till its members are deleted
4,switching/test_vlan.py,test_ft_vlan_trunk_tagged,Pass,0:01:26,2024-01-05 03:00:53,0,1,0,2,Test case passed,"V1, V2",,Verify that over vlan trunk tagged packets received and be sent out with tag or without tag determined by traffic received from TGen.
5,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot,ScriptError,0:05:15,2024-01-05 03:06:07,0,1,0,2,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,"V1, V2",,This script covers the below scenarios ft_max_vlan_save_reload	    Verify the save and reload functionality with max vlan configuration. ft_max_vlan_fast_reload	    Verify the max vlan configuration is retained after fast-reboot. FtOpSoSwVlFn026	            Verify that VLAN is present and traffic is not disturbed during and after warm reboot FtOpSoSysFRFn005            Verify the Fast-Reboot must disrupt control plane not more than 90 seconds (from sonic test suite -configuration tests) ft_reboot_fdb_fast_reboot   Verify that the FDB entry is retained after fast reboot.
6,switching/test_vlan.py,,,0:00:26,2024-01-05 03:06:33,0,1,0,2,Module Epilog,"V1, V2",,
7,system/test_ssh.py,,,0:01:42,2024-01-05 03:12:03,0,1,0,2,Module Prolog,"V1, V2",,
8,system/test_ssh.py,test_ft_ssh_service_disable,Pass,0:00:08,2024-01-05 03:12:05,0,1,0,2,Test case passed,"V1, V2",,
9,system/test_ssh.py,test_ft_ssh_add_user_verify,Fail,0:09:09,2024-01-05 03:21:14,0,1,0,2,Test case Failed.,"V1, V2",,
10,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,Pass,0:00:22,2024-01-05 03:21:36,0,1,0,2,Test case passed,"V1, V2",,"ceta-sonic-67575: Verify that on successful ssh login, error logs are generated"
11,system/test_ssh.py,,,0:00:52,2024-01-05 03:22:28,0,1,0,2,Module Epilog,"V1, V2",,
