#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,security/test_tacacs.py,,,0:00:34,2023-12-26 01:27:56,0,1,0,1,Module Prolog,V1,,
2,security/test_tacacs.py,test_ft_tacacs_ssh_login_with_tacacs_operations,Fail,0:00:06,2023-12-26 01:27:57,0,1,0,1,PAM file is not created,V1,,"This testcase covers the below scenarios scenario-1: Verify default login via tacacs is successful. scenario-2: Verify that by default, no TACACS servers exist and that a single TACACS server can be added and used for authentication scenario-3: Verify that SSH login using Cisco ACS TACACS+ Server is successful. Scenario-4: Verify If TACACS+ Authentication is enabled, a new PAM configuration file ?common-auth-sonic? is created. Scenario-5: Verify that user is able to execute the ?TACACS-server key command successfully in appropriate mode. Scenario-6: Verify that authentication to a TACACS server will only take place if the NAS and the server are configured with the same shared key"
3,security/test_tacacs.py,,,0:00:42,2023-12-26 01:28:39,0,1,0,1,Module Epilog,V1,,
4,system/test_snmp.py,,,0:04:08,2023-12-26 01:35:15,0,1,0,1,Module Prolog,V1,,
5,system/test_snmp.py,test_ft_snmp_sysName,Fail,0:00:06,2023-12-26 01:35:16,0,1,0,1,sysname output is not in sync between system and snmp,V1,,Verify that the sysName MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
6,system/test_snmp.py,test_ft_snmp_test_syUpTime,Pass,0:00:07,2023-12-26 01:35:22,0,1,0,1,Test case passed,V1,,Verify that the sysUpTime MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
7,system/test_snmp.py,test_ft_snmp_sysDescr,Pass,0:00:08,2023-12-26 01:35:30,0,1,0,1,Test case passed,V1,,Verify that the sysDescr MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
8,system/test_snmp.py,test_ft_snmp_mib_2,Pass,0:00:07,2023-12-26 01:35:37,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on mib_2 MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
9,system/test_snmp.py,test_ft_snmp_if_mib_all,Pass,0:00:06,2023-12-26 01:35:42,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on if_mib_all MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
10,system/test_snmp.py,test_ft_snmp_entity_mib_all,Pass,0:00:05,2023-12-26 01:35:47,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on entity_mib_all MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
11,system/test_snmp.py,test_ft_snmp_dot1q_dot1db_mib,Pass,0:00:06,2023-12-26 01:35:52,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on dot1q MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
12,system/test_snmp.py,test_ft_snmp_root_node_walk,Pass,0:00:09,2023-12-26 01:36:00,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on entity_sensor_mib MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
13,system/test_snmp.py,test_ft_snmp_ipAddressRowStatus_ipv6,Pass,0:00:12,2023-12-26 01:36:11,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on IP-MIB::ipAddressRowStatus.ipv6 MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
14,system/test_snmp.py,test_ft_snmp_ipAddressStorageType_ipv6,Pass,0:00:05,2023-12-26 01:36:16,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on IP-MIB::ipAddressStorageType.ipv6 MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
15,system/test_snmp.py,test_ft_snmp_ipv6_If_Forward_default_HopLimit,Pass,0:00:05,2023-12-26 01:36:21,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on  ipv6IpForwarding and ipv6IpDefaultHopLimit MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
16,system/test_snmp.py,test_ft_snmp_ipv6scope_index_table,Pass,0:00:05,2023-12-26 01:36:26,0,1,0,1,Test case passed,V1,,Verify that snmpwalk on ipv6ScopeZoneIndexTable MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
17,system/test_snmp.py,test_ft_snmp_ip_forward_table,Pass,0:00:08,2023-12-26 01:36:33,0,1,0,1,Test case passed,V1,,Verify that snmpwalk walk on ipForwardTable MIB functions properly Reference Test Bed : D1 --- Mgmt Network
18,system/test_snmp.py,test_ft_snmp_ifx_table,Pass,0:00:06,2023-12-26 01:36:39,0,1,0,1,Test case passed,V1,,Verify snmpwalk for ifXTable Object gives list of interface entries on the switch. Reference Test Bed : D1 --- Mgmt Network
19,system/test_snmp.py,test_ft_snmp_ip_System_Stats_Table,Pass,0:00:05,2023-12-26 01:36:44,0,1,0,1,Test case passed,V1,,"Verify snmpwalk for ipSystemStatsTable Object gives the table containing system wide, IP version specific traffic statistics. Reference Test Bed : D1 --- Mgmt Network"
20,system/test_snmp.py,test_ft_snmp_ip_IfStats_Table,Pass,0:00:06,2023-12-26 01:36:49,0,1,0,1,Test case passed,V1,,Verify snmpwalk for ipIfStatsTable Object gives the table containing per-interface traffic statistics. Reference Test Bed : D1 --- Mgmt Network
21,system/test_snmp.py,test_ft_snmp_ip_Address_Table,Pass,0:00:05,2023-12-26 01:36:54,0,1,0,1,Test case passed,V1,,Verify snmpwalk for ipAddressTable Object gives table contains addressing information relevant to the entity's interfaces. Reference Test Bed : D1 --- Mgmt Network
22,system/test_snmp.py,test_ft_snmp_ip_NetToPhysical_Table,Pass,0:00:05,2023-12-26 01:36:58,0,1,0,1,Test case passed,V1,,Verify snmpwalk for ipNetToPhysicalTable Object gives each entry contains one IP address to physical address equivalence. Reference Test Bed : D1 --- Mgmt Network
23,system/test_snmp.py,test_ft_snmp_icmp_Msgs,Pass,0:00:05,2023-12-26 01:37:03,0,1,0,1,Test case passed,V1,,Verify snmpwalk for icmpMsgs Object gives Internet Control Message Protocol related information. Reference Test Bed : D1 --- Mgmt Network
24,system/test_snmp.py,test_ft_snmp_tcp_mib,Pass,0:00:07,2023-12-26 01:37:10,0,1,0,1,Test case passed,V1,,Verify snmpwalk for TCP-MIB Object gives Transmission Control Protocol related information. Reference Test Bed : D1 --- Mgmt Network
25,system/test_snmp.py,test_ft_snmp_udp_mib,Pass,0:00:05,2023-12-26 01:37:15,0,1,0,1,Test case passed,V1,,Verify snmpwalk for UDP-MIB Object gives User Datagram Protocol related information. Reference Test Bed : D1 --- Mgmt Network
26,system/test_snmp.py,test_ft_snmp_snmpv2_mib,Pass,0:00:05,2023-12-26 01:37:20,0,1,0,1,Test case passed,V1,,Verify snmpwalk for SNMPv2-MIB Object gives system SNMP variables. Reference Test Bed : D1 --- Mgmt Network
27,system/test_snmp.py,test_ft_snmp_host_resource_mib,Pass,0:00:06,2023-12-26 01:37:25,0,1,0,1,Test case passed,V1,,Verify snmpwalk for HOST-RESOURCES-MIB Object gives a uniform set of objects useful for the management of host computers. Reference Test Bed : D1 --- Mgmt Network
28,system/test_snmp.py,test_ft_snmp_framework_mib,Pass,0:00:05,2023-12-26 01:37:29,0,1,0,1,Test case passed,V1,,Verify snmpwalk for SNMP-FRAMEWORK-MIB Object gives The SNMP Management Architecture information. Reference Test Bed : D1 --- Mgmt Network
