#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:21,2023-12-25 00:51:04,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Pass,0:00:23,2023-12-25 00:51:19,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Pass,0:00:47,2023-12-25 00:52:06,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:39,2023-12-25 00:52:44,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,Pass,0:00:37,2023-12-25 00:53:26,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:18,2023-12-25 00:57:44,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:14,2023-12-25 00:57:57,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw3,routing/VRF/test_vrf.py,,,0:07:39,2023-12-25 01:11:03,0,1,0,2,Module Prolog,"V1, V2",,
9,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,DUTFail,0:00:10,2023-12-25 01:11:08,0,1,0,2,config command 'sudo sonic_installer list' failed,"V1, V2",,
10,gw3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,2023-12-25 01:11:36,0,1,0,2,Test case passed,"V1, V2",,
11,gw3,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2023-12-25 01:13:26,0,1,0,2,Test case passed,"V1, V2",,
12,gw3,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:44,2023-12-25 01:14:10,0,1,0,2,Test case passed,"V1, V2",,
13,gw3,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:06:58,2023-12-25 01:21:07,0,1,0,2,Test case passed,"V1, V2",,
14,gw3,routing/VRF/test_vrf.py,,,0:00:05,2023-12-25 01:21:12,0,1,0,2,Module Epilog,"V1, V2",,
15,gw3,routing/BGP/test_bgp.py,,,0:03:53,2023-12-25 01:26:50,0,1,0,2,Module Prolog,"V1, V2",,
16,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:21,2023-12-25 01:27:06,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peer session is established with v6 link local address
17,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:14,2023-12-25 01:27:20,0,1,0,2,Test case passed,"V1, V2",,
18,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:31,2023-12-25 01:30:50,0,1,0,2,Test case passed,"V1, V2",,
19,gw2,routing/VRF/test_vrf_scale.py,,,0:27:30,2023-12-25 01:30:51,0,1,0,2,Module Prolog,"V3, V4",,
20,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2023-12-25 01:31:02,0,1,0,2,Test case passed,"V1, V2",,
21,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Fail,0:01:41,2023-12-25 01:32:43,0,1,0,2,Test case Failed.,"V1, V2",,
22,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,Pass,0:01:46,2023-12-25 01:34:29,0,1,0,2,Test case passed,"V1, V2",,
23,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_bgp_route_aggregation_4byteASN,Pass,0:01:21,2023-12-25 01:35:49,0,1,0,2,Test case passed,"V1, V2",,
24,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,Pass,0:01:02,2023-12-25 01:36:51,0,1,0,2,Test case passed,"V1, V2",,
25,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_dyn_nbr,Pass,0:00:33,2023-12-25 01:37:24,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peering is formed with dynamic neighbors having 4btye ASN
26,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_dyn_nbr,Pass,0:00:31,2023-12-25 01:37:54,0,1,0,2,Test case passed,"V1, V2",,Verify that ipv6 BGP peering is formed with dynamic neighbors
27,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:07:29,2023-12-25 01:38:12,0,1,0,2,"Command 'show vrf' failed to give prompt, recovered using CTRL+C","V3, V4",,
28,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,Pass,0:02:17,2023-12-25 01:40:11,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peering is established with maximum supported dynamic neighbors with maximum listen ranges at once
29,gw2,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,2023-12-25 01:40:19,0,1,0,2,Test case passed,"V3, V4",,
