#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw2,switching/test_vlan.py,,,0:00:20,2023-12-26 03:34:17,0,1,0,2,Module Prolog,"V3, V4",,
2,gw2,switching/test_vlan.py,test_ft_add_unknownvlan_interface,Pass,0:00:08,2023-12-26 03:34:20,0,1,0,2,Test case passed,"V3, V4",,verify that DUT should not assign unknown pvid
3,gw2,switching/test_vlan.py,test_ft_vlan_delete_with_member,Pass,0:00:13,2023-12-26 03:34:32,0,1,0,2,Test case passed,"V3, V4",,Verify that user is not able to delete a valn till its members are deleted
4,gw3,switching/test_portchannel.py,,,0:00:29,2023-12-26 03:34:34,0,1,0,2,Module Prolog,"V1, V2",,
5,gw3,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Pass,0:00:36,2023-12-26 03:35:01,0,1,0,2,Test case passed,"V1, V2",,"This test case covers below test scenarios/tests FtOpSoSwLagFn041 : Verify that port-channel is up or not when port-channel created followed by add it to VLAN and then making the port-channel up. FtOpSoSwLagFn042 : Verify that port-channel is up when port-channel is created, making the port-channel up and then adding the port-channel to VLAN"
6,gw3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,Pass,0:00:21,2023-12-26 03:35:21,0,1,0,2,Test case passed,"V1, V2",,
7,gw3,switching/test_portchannel.py,,,0:00:13,2023-12-26 03:35:34,0,1,0,2,Module Epilog,"V1, V2",,
8,gw2,switching/test_vlan.py,test_ft_vlan_trunk_tagged,Pass,0:01:26,2023-12-26 03:35:58,0,1,0,2,Test case passed,"V3, V4",,Verify that over vlan trunk tagged packets received and be sent out with tag or without tag determined by traffic received from TGen.
9,gw3,system/test_ssh.py,,,0:00:45,2023-12-26 03:37:56,0,1,0,2,Module Prolog,"V1, V2",,
10,gw3,system/test_ssh.py,test_ft_ssh_service_disable,Pass,0:00:08,2023-12-26 03:37:58,0,1,0,2,Test case passed,"V1, V2",,
11,gw3,system/test_ssh.py,test_ft_ssh_add_user_verify,EnvFail,0:13:08,2023-12-26 03:51:06,0,1,0,2,Console hang observed. Exiting.,"V1, V2",,
12,gw2,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot,DUTFail,0:28:46,2023-12-26 04:04:43,0,1,0,2,config command 'show interfaces counters -a' failed,"V3, V4",,This script covers the below scenarios ft_max_vlan_save_reload	    Verify the save and reload functionality with max vlan configuration. ft_max_vlan_fast_reload	    Verify the max vlan configuration is retained after fast-reboot. FtOpSoSwVlFn026	            Verify that VLAN is present and traffic is not disturbed during and after warm reboot FtOpSoSysFRFn005            Verify the Fast-Reboot must disrupt control plane not more than 90 seconds (from sonic test suite -configuration tests) ft_reboot_fdb_fast_reboot   Verify that the FDB entry is retained after fast reboot.
13,gw2,switching/test_vlan.py,,,0:00:07,2023-12-26 04:04:50,0,1,0,2,Module Epilog,"V3, V4",,
