#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:43,2023-12-29 22:49:23,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Fail,0:00:23,2023-12-29 22:49:39,0,1,0,4,Fail: Route advertised by DUT1 not found on DUT3,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Fail,0:00:48,2023-12-29 22:50:26,0,1,0,4,Fail: DUT4 did not learn the routes advertised by peer DUT2,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:39,2023-12-29 22:51:05,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,ScriptError,0:00:38,2023-12-29 22:51:48,0,1,0,4,Exception IndexError list index out of range in file /tests/routing/BGP/test_bgp_4node.py at line 690,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:19,2023-12-29 22:56:07,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:35,2023-12-29 22:56:42,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw3,routing/VRF/test_vrf.py,,,0:08:25,2023-12-29 23:12:05,0,1,0,2,Module Prolog,"V3, V4",,
9,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,Pass,0:00:26,2023-12-29 23:12:26,0,1,0,2,Test case passed,"V3, V4",,
10,gw3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:30,2023-12-29 23:12:55,0,1,0,2,Test case passed,"V3, V4",,
11,gw3,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2023-12-29 23:14:46,0,1,0,2,Test case passed,"V3, V4",,
12,gw3,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:45,2023-12-29 23:15:30,0,1,0,2,Test case passed,"V3, V4",,
13,gw3,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:03:16,2023-12-29 23:18:46,0,1,0,2,Test case passed,"V3, V4",,
14,gw3,routing/VRF/test_vrf.py,,,0:00:25,2023-12-29 23:19:10,0,1,0,2,Module Epilog,"V3, V4",,
15,gw3,routing/BGP/test_bgp.py,,,0:06:18,2023-12-29 23:28:11,0,1,0,2,Module Prolog,"V3, V4",,
16,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:23,2023-12-29 23:28:28,0,1,0,2,Test case passed,"V3, V4",,Verify that BGP peer session is established with v6 link local address
17,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:17,2023-12-29 23:28:44,0,1,0,2,Test case passed,"V3, V4",,
18,gw2,routing/VRF/test_vrf_scale.py,,,0:27:11,2023-12-29 23:30:51,0,1,0,2,Module Prolog,"V1, V2",,
19,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:31,2023-12-29 23:32:15,0,1,0,2,Test case passed,"V3, V4",,
20,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2023-12-29 23:32:28,0,1,0,2,Test case passed,"V3, V4",,
21,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Fail,0:01:17,2023-12-29 23:33:44,0,1,0,2,bgp route 122.1.1.0/24 info not found,"V3, V4",,
22,gw2,routing/VRF/test_vrf_scale.py,test_vrf_scale,Pass,0:04:03,2023-12-29 23:34:47,0,1,0,2,Test case passed,"V1, V2",,
23,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,Fail,0:01:48,2023-12-29 23:35:31,0,1,0,2,Could not aggregate BGP prefix 123.1.0.0/16,"V3, V4",,
24,gw2,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:04,2023-12-29 23:36:51,0,1,0,2,Test case passed,"V1, V2",,
25,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_bgp_route_aggregation_4byteASN,Fail,0:01:22,2023-12-29 23:36:53,0,1,0,2,bgp route 151.1.0.0/16 info not found,"V3, V4",,
26,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,Fail,0:00:56,2023-12-29 23:37:49,0,1,0,2,bgp route 6002:1::0/64 info not found,"V3, V4",,
27,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_dyn_nbr,Pass,0:00:35,2023-12-29 23:38:23,0,1,0,2,Test case passed,"V3, V4",,Verify that BGP peering is formed with dynamic neighbors having 4btye ASN
28,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_dyn_nbr,Pass,0:00:33,2023-12-29 23:38:55,0,1,0,2,Test case passed,"V3, V4",,Verify that ipv6 BGP peering is formed with dynamic neighbors
29,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,Pass,0:02:23,2023-12-29 23:41:17,0,1,0,2,Test case passed,"V3, V4",,Verify that BGP peering is established with maximum supported dynamic neighbors with maximum listen ranges at once
