#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,VRF-Lite,FtOpSoRoVrfCli006,Pass,Mapped,2023-12-25 23:02:03,Test case passed,test_VrfFun001_06,routing/VRF/test_vrf.py,"V3, V4",
2,VRF-Lite,FtOpSoRoVrfCli001,Pass,Mapped,2023-12-25 23:02:03,Test case passed,test_VrfFun001_06,routing/VRF/test_vrf.py,"V3, V4",
3,VRF-Lite,FtOpSoRoVrfFun037,Pass,Mapped,2023-12-25 23:02:32,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
4,VRF-Lite,FtOpSoRoVrfFun027,Pass,Mapped,2023-12-25 23:02:32,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
5,VRF-Lite,FtOpSoRoVrfFun026,Pass,Mapped,2023-12-25 23:02:32,Test case passed,test_VrfFun_26_27,routing/VRF/test_vrf.py,"V3, V4",
6,VRF-Lite,FtOpSoRoVrfFun014,Pass,Mapped,2023-12-25 23:04:22,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
7,VRF-Lite,FtOpSoRoVrfFun012,Pass,Mapped,2023-12-25 23:04:22,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
8,VRF-Lite,FtOpSoRoVrfFun010,Pass,Mapped,2023-12-25 23:04:22,Test case passed,test_VrfFun_10_12_14,routing/VRF/test_vrf.py,"V3, V4",
9,VRF-Lite,FtOpSoRoVrfFun045,Pass,Mapped,2023-12-25 23:05:07,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
10,VRF-Lite,FtOpSoRoVrfFun044,Pass,Mapped,2023-12-25 23:05:07,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
11,VRF-Lite,FtOpSoRoVrfFun033,Pass,Mapped,2023-12-25 23:05:07,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
12,VRF-Lite,FtOpSoRoVrfFun032,Pass,Mapped,2023-12-25 23:05:07,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
13,VRF-Lite,FtOpSoRoVrfFun025,Pass,Mapped,2023-12-25 23:05:07,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
14,VRF-Lite,FtOpSoRoVrfFun024,Pass,Mapped,2023-12-25 23:05:07,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
15,VRF-Lite,FtOpSoRoVrfFun020,Pass,Mapped,2023-12-25 23:05:07,Test case passed,test_VrfFun_20_24_25_32_33_44_45,routing/VRF/test_vrf.py,"V3, V4",
16,VRF-Lite,FtOpSoRoVrfFun050,Pass,Mapped,2023-12-25 23:08:18,Test case passed,test_VrfFun_05_50,routing/VRF/test_vrf.py,"V3, V4",
17,VRF-Lite,FtOpSoRoVrfCli005,Pass,Mapped,2023-12-25 23:08:18,Test case passed,test_VrfFun_05_50,routing/VRF/test_vrf.py,"V3, V4",
18,L3 Scale and Performance,FtRtPerfFn024,Pass,Mapped,2023-12-25 23:43:48,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V3, V4",
19,L3 Scale and Performance,FtRtPerfFn023,Pass,Mapped,2023-12-25 23:43:48,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V3, V4",
20,VRF-Lite,FtOpSoRoVrfFun052,Pass,Mapped,2023-12-25 23:43:48,Test case passed,test_vrf_scale,routing/VRF/test_vrf_scale.py,"V3, V4",
21,VRF-Lite,FtOpSoRoVrfScl057,Pass,Mapped,2023-12-25 23:45:54,Test case passed,test_vrf_route_leak,routing/VRF/test_vrf_scale.py,"V3, V4",
22,VRF-Lite,FtOpSoRoVrfScl056,Pass,Mapped,2023-12-25 23:55:37,Test case passed,test_vrf_bgp,routing/VRF/test_vrf_scale.py,"V3, V4",
23,VRF-Lite,FtOpSoRoVrfScl058,Pass,Mapped,2023-12-26 00:01:01,Test case passed,test_vrf_reload,routing/VRF/test_vrf_scale.py,"V3, V4",
24,Sanity,l2_to_l3_port,Fail,Mapped,2023-12-26 00:21:43,Failed to port L2 config to L3 config,test_l2_to_l3_port,sanity/test_sanity_l3.py,"V3, V4",
