#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,switching/test_portchannel.py,,,0:00:29,2024-01-01 03:37:21,0,1,0,2,Module Prolog,"V3, V4",,
2,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Pass,0:00:36,2024-01-01 03:37:48,0,1,0,2,Test case passed,"V3, V4",,"This test case covers below test scenarios/tests FtOpSoSwLagFn041 : Verify that port-channel is up or not when port-channel created followed by add it to VLAN and then making the port-channel up. FtOpSoSwLagFn042 : Verify that port-channel is up when port-channel is created, making the port-channel up and then adding the port-channel to VLAN"
3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,Pass,0:00:23,2024-01-01 03:38:10,0,1,0,2,Test case passed,"V3, V4",,
4,switching/test_portchannel.py,,,0:00:12,2024-01-01 03:38:22,0,1,0,2,Module Epilog,"V3, V4",,
5,system/test_interface.py,,,0:00:53,2024-01-01 03:40:51,0,1,0,2,Module Prolog,"V3, V4",,
6,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,Fail,0:01:25,2024-01-01 03:42:11,0,1,0,2,interface is down on DUT ['Ethernet48'],"V3, V4",,
7,system/test_interface.py,,,0:00:09,2024-01-01 03:42:20,0,1,0,2,Module Epilog,"V3, V4",,
8,system/test_ssh.py,,,0:01:29,2024-01-01 03:46:41,0,1,0,2,Module Prolog,"V3, V4",,
9,system/test_ssh.py,test_ft_ssh_service_disable,Pass,0:00:08,2024-01-01 03:46:44,0,1,0,2,Test case passed,"V3, V4",,
10,system/test_ssh.py,test_ft_ssh_add_user_verify,EnvFail,0:13:04,2024-01-01 03:59:48,0,1,0,2,Console hang observed. Exiting.,"V3, V4",,
11,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,ConfigFail,0:00:00,2024-01-01 05:15:28,0,1,0,2,module configuration failed.  @5445,"V3, V4",,"ceta-sonic-67575: Verify that on successful ssh login, error logs are generated"
12,system/test_ssh.py,,,0:26:53,2024-01-01 05:42:20,0,1,0,2,Module Epilog,"V3, V4",,
