#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:21,2023-12-30 00:48:43,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Pass,0:00:22,2023-12-30 00:48:59,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Pass,0:00:47,2023-12-30 00:49:46,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:38,2023-12-30 00:50:23,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,Pass,0:00:37,2023-12-30 00:51:06,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:18,2023-12-30 00:55:23,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:13,2023-12-30 00:55:36,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw3,routing/BGP/test_bgp.py,,,0:03:30,2023-12-30 01:04:20,0,1,0,2,Module Prolog,"V1, V2",,
9,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:22,2023-12-30 01:04:36,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peer session is established with v6 link local address
10,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:16,2023-12-30 01:04:51,0,1,0,2,Test case passed,"V1, V2",,
11,gw2,routing/VRF/test_vrf.py,,,0:07:40,2023-12-30 01:08:06,0,1,0,2,Module Prolog,"V3, V4",,
12,gw2,routing/VRF/test_vrf.py,test_VrfFun001_06,DUTFail,0:00:10,2023-12-30 01:08:10,0,1,0,2,config command 'sudo sonic_installer list' failed,"V3, V4",,
13,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:32,2023-12-30 01:08:23,0,1,0,2,Test case passed,"V1, V2",,
14,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2023-12-30 01:08:35,0,1,0,2,Test case passed,"V1, V2",,
15,gw2,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,2023-12-30 01:08:38,0,1,0,2,Test case passed,"V3, V4",,
