#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,routing/VRF/test_vrf.py,,,0:08:23,2024-01-04 23:14:00,0,1,0,2,Module Prolog,"V3, V4",,
2,routing/VRF/test_vrf.py,test_VrfFun001_06,Pass,0:00:27,2024-01-04 23:14:21,0,1,0,2,Test case passed,"V3, V4",,
3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:30,2024-01-04 23:14:50,0,1,0,2,Test case passed,"V3, V4",,
4,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2024-01-04 23:16:40,0,1,0,2,Test case passed,"V3, V4",,
5,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:46,2024-01-04 23:17:25,0,1,0,2,Test case passed,"V3, V4",,
6,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:03:31,2024-01-04 23:20:56,0,1,0,2,Test case passed,"V3, V4",,
7,routing/VRF/test_vrf.py,,,0:00:26,2024-01-04 23:21:22,0,1,0,2,Module Epilog,"V3, V4",,
8,routing/BGP/test_bgp.py,,,0:06:19,2024-01-04 23:30:30,0,1,0,2,Module Prolog,"V3, V4",,
9,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:22,2024-01-04 23:30:46,0,1,0,2,Test case passed,"V3, V4",,Verify that BGP peer session is established with v6 link local address
10,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:16,2024-01-04 23:31:02,0,1,0,2,Test case passed,"V3, V4",,
11,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:32,2024-01-04 23:34:33,0,1,0,2,Test case passed,"V3, V4",,
12,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2024-01-04 23:34:46,0,1,0,2,Test case passed,"V3, V4",,
13,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Fail,0:01:42,2024-01-04 23:36:27,0,1,0,2,Test case Failed.,"V3, V4",,
14,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,Fail,0:01:47,2024-01-04 23:38:13,0,1,0,2,Could not aggregate BGP prefix 123.1.0.0/16,"V3, V4",,
15,routing/BGP/test_bgp.py,TestBGPRif.test_bgp_route_aggregation_4byteASN,Fail,0:01:22,2024-01-04 23:39:35,0,1,0,2,bgp route 151.1.0.0/16 info not found,"V3, V4",,
16,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,Fail,0:00:56,2024-01-04 23:40:31,0,1,0,2,bgp route 6002:1::0/64 info not found,"V3, V4",,
17,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_dyn_nbr,Pass,0:00:35,2024-01-04 23:41:05,0,1,0,2,Test case passed,"V3, V4",,Verify that BGP peering is formed with dynamic neighbors having 4btye ASN
18,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_dyn_nbr,Pass,0:00:34,2024-01-04 23:41:38,0,1,0,2,Test case passed,"V3, V4",,Verify that ipv6 BGP peering is formed with dynamic neighbors
19,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,Pass,0:02:22,2024-01-04 23:44:00,0,1,0,2,Test case passed,"V3, V4",,Verify that BGP peering is established with maximum supported dynamic neighbors with maximum listen ranges at once
20,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_rmap,Pass,0:00:20,2024-01-04 23:44:20,0,1,0,2,Test case passed,"V3, V4",,Verify a route map application after route has been installed
21,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv4,Fail,0:00:20,2024-01-04 23:46:20,0,1,0,2,The operation is failed.,"V3, V4",,
22,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv4,Fail,0:00:22,2024-01-04 23:46:42,0,1,0,2,static on dut1 is not a subset of dut1 learned route on dut2,"V3, V4",,
23,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv4,Pass,0:00:16,2024-01-04 23:46:57,0,1,0,2,Test case passed,"V3, V4",,
24,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4,Pass,0:00:16,2024-01-04 23:47:13,0,1,0,2,Test case passed,"V3, V4",,
25,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4,Pass,0:00:31,2024-01-04 23:47:43,0,1,0,2,Test case passed,"V3, V4",,
26,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv4,Fail,0:00:17,2024-01-04 23:48:00,0,1,0,2,default route not advertised,"V3, V4",,
