#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,switching/test_portchannel.py,,,0:00:48,2024-01-04 02:39:22,0,1,0,2,Module Prolog,"V3, V4",,
2,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Fail,0:01:51,2024-01-04 02:41:04,0,1,0,2,"Portchannel PortChannel7 on V4 with member ['Ethernet48', 'Ethernet52'] verification failed","V3, V4",,"This test case covers below test scenarios/tests FtOpSoSwLagFn041 : Verify that port-channel is up or not when port-channel created followed by add it to VLAN and then making the port-channel up. FtOpSoSwLagFn042 : Verify that port-channel is up when port-channel is created, making the port-channel up and then adding the port-channel to VLAN"
3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,ConfigFail,0:00:39,2024-01-04 02:41:43,0,1,0,2,pre-test configuration failed Invalid error code PortChannel Verification Failed : unknown message identifier 'PortChannel Verification Failed' @5430,"V3, V4",,
4,switching/test_portchannel.py,,,0:00:32,2024-01-04 02:42:14,0,1,0,2,Module Epilog,"V3, V4",,
5,system/test_interface.py,,,0:01:13,2024-01-04 02:45:35,0,1,0,2,Module Prolog,"V3, V4",,
6,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,DUTFail,0:00:49,2024-01-04 02:46:19,0,1,0,2,config command 'sudo -s config interface ip remove Ethernet48 11.11.11.11/24' failed,"V3, V4",,
7,system/test_interface.py,,,0:00:29,2024-01-04 02:46:47,0,1,0,2,Module Epilog,"V3, V4",,
8,system/test_ssh.py,,,0:01:52,2024-01-04 02:51:49,0,1,0,2,Module Prolog,"V3, V4",,
9,system/test_ssh.py,test_ft_ssh_service_disable,Pass,0:00:08,2024-01-04 02:51:52,0,1,0,2,Test case passed,"V3, V4",,
10,system/test_ssh.py,test_ft_ssh_add_user_verify,Fail,0:09:09,2024-01-04 03:01:00,0,1,0,2,Test case Failed.,"V3, V4",,
11,system/test_ssh.py,test_ft_verify_logs_at_the_time_of_ssh_login_success,Pass,0:00:22,2024-01-04 03:01:22,0,1,0,2,Test case passed,"V3, V4",,"ceta-sonic-67575: Verify that on successful ssh login, error logs are generated"
12,system/test_ssh.py,,,0:00:52,2024-01-04 03:02:13,0,1,0,2,Module Epilog,"V3, V4",,
