#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:43,2023-12-31 22:50:03,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Fail,0:00:22,2023-12-31 22:50:18,0,1,0,4,Fail: Route advertised by DUT1 not found on DUT3,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Fail,0:00:48,2023-12-31 22:51:06,0,1,0,4,Fail: DUT4 did not learn the routes advertised by peer DUT2,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:39,2023-12-31 22:51:45,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,ScriptError,0:00:38,2023-12-31 22:52:28,0,1,0,4,Exception IndexError list index out of range in file /tests/routing/BGP/test_bgp_4node.py at line 690,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:19,2023-12-31 22:56:46,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:27,2023-12-31 22:57:13,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw2,routing/VRF/test_vrf.py,,,0:08:21,2023-12-31 23:12:30,0,1,0,2,Module Prolog,"V3, V4",,
9,gw2,routing/VRF/test_vrf.py,test_VrfFun001_06,Pass,0:00:26,2023-12-31 23:12:51,0,1,0,2,Test case passed,"V3, V4",,
10,gw2,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:30,2023-12-31 23:13:20,0,1,0,2,Test case passed,"V3, V4",,
11,gw2,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2023-12-31 23:15:10,0,1,0,2,Test case passed,"V3, V4",,
