#,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,switching/test_vlan.py,,,0:00:39,2024-01-06 02:53:55,0,1,0,2,Module Prolog,"V3, V4",,
2,switching/test_vlan.py,test_ft_add_unknownvlan_interface,Pass,0:00:09,2024-01-06 02:53:59,0,1,0,2,Test case passed,"V3, V4",,verify that DUT should not assign unknown pvid
3,switching/test_vlan.py,test_ft_vlan_delete_with_member,Pass,0:00:13,2024-01-06 02:54:11,0,1,0,2,Test case passed,"V3, V4",,Verify that user is not able to delete a valn till its members are deleted
4,switching/test_vlan.py,test_ft_vlan_trunk_tagged,Pass,0:01:26,2024-01-06 02:55:37,0,1,0,2,Test case passed,"V3, V4",,Verify that over vlan trunk tagged packets received and be sent out with tag or without tag determined by traffic received from TGen.
5,switching/test_vlan.py,test_ft_vlan_save_config_warm_and_fast_reboot,ScriptError,0:05:19,2024-01-06 03:00:56,0,1,0,2,Exception TypeError 'NoneType' object is not subscriptable in file /apis/system/basic.py at line 1389,"V3, V4",,This script covers the below scenarios ft_max_vlan_save_reload	    Verify the save and reload functionality with max vlan configuration. ft_max_vlan_fast_reload	    Verify the max vlan configuration is retained after fast-reboot. FtOpSoSwVlFn026	            Verify that VLAN is present and traffic is not disturbed during and after warm reboot FtOpSoSysFRFn005            Verify the Fast-Reboot must disrupt control plane not more than 90 seconds (from sonic test suite -configuration tests) ft_reboot_fdb_fast_reboot   Verify that the FDB entry is retained after fast reboot.
6,switching/test_vlan.py,,,0:00:26,2024-01-06 03:01:21,0,1,0,2,Module Epilog,"V3, V4",,
7,system/test_lldp.py,,,0:02:41,2024-01-06 03:07:18,0,1,0,2,Module Prolog,"V3, V4",,
8,system/test_lldp.py,test_ft_lldp_LocManAddrLen,Fail,0:00:00,2024-01-06 03:07:18,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify that the LocManAddrLen MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
9,system/test_lldp.py,test_ft_lldp_LocManAddrlfld,Fail,0:00:00,2024-01-06 03:07:18,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify that the LocManAddrlfld MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
10,system/test_lldp.py,test_ft_lldp_LocManAddrEntry,Fail,0:00:00,2024-01-06 03:07:19,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify that the LocManAddrEntry MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
11,system/test_lldp.py,test_ft_lldp_ConfigManAddrEntry,Fail,0:00:00,2024-01-06 03:07:19,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify that the ConfigManAddrEntry MIB object functions properly. Reference Test Bed : D1 --- Mgmt Network
12,system/test_lldp.py,test_ft_lldp_lldplocportid,Fail,0:00:00,2024-01-06 03:07:19,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the syntax check of the object lldplocportid. Reference Test Bed : D1 <---> D2
13,system/test_lldp.py,test_ft_lldp_lldplocsysname,Fail,0:00:00,2024-01-06 03:07:20,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the syntax check of the object lldplocsysname. Reference Test Bed : D1 <---> D2
14,system/test_lldp.py,test_ft_lldp_lldplocsysdesc,Fail,0:00:00,2024-01-06 03:07:20,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the syntax check of the object lldplocsysdesc. Reference Test Bed : D1 <---> D2
15,system/test_lldp.py,test_ft_lldp_rem_man_addr_table,Fail,0:00:00,2024-01-06 03:07:20,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the syntax check of the object LLDPRemManAddrTable. Reference Test Bed : D1 <---> D2
16,system/test_lldp.py,test_ft_lldp_non_default_config,Fail,0:00:00,2024-01-06 03:07:21,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify non default LLDP neighbor config. Reference Test Bed : D1 <--2--> D2
17,system/test_lldp.py,test_ft_lldp_docker_restart,Fail,0:00:00,2024-01-06 03:07:21,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify the LLDP functionality after docker restart. Reference Test Bed : D1 <--2--> D2
18,system/test_lldp.py,test_lldp_verify_counters,Fail,0:00:00,2024-01-06 03:07:21,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,Verify LLDP PDUs are not transmitted when the feature is disabled.
19,system/test_lldp.py,test_ft_lldp_with_remote_server,Fail,0:00:00,2024-01-06 03:07:22,0,1,0,2,module configuration failed. LLDP neighbors information is not found after polling @5445,"V3, V4",,
20,system/test_lldp.py,,,0:02:48,2024-01-06 03:07:22,0,1,0,2,Module Epilog,"V3, V4",,
