#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:43,2023-12-24 22:49:29,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Fail,0:00:22,2023-12-24 22:49:45,0,1,0,4,Fail: Route advertised by DUT1 not found on DUT3,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Fail,0:00:48,2023-12-24 22:50:32,0,1,0,4,Fail: DUT4 did not learn the routes advertised by peer DUT2,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:39,2023-12-24 22:51:11,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,ScriptError,0:00:38,2023-12-24 22:51:54,0,1,0,4,Exception IndexError list index out of range in file /tests/routing/BGP/test_bgp_4node.py at line 690,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:18,2023-12-24 22:56:12,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:34,2023-12-24 22:56:46,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw3,routing/BGP/test_bgp.py,,,0:03:54,2023-12-24 23:07:34,0,1,0,2,Module Prolog,"V1, V2",,
9,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:21,2023-12-24 23:07:50,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peer session is established with v6 link local address
10,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:16,2023-12-24 23:08:06,0,1,0,2,Test case passed,"V1, V2",,
11,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:31,2023-12-24 23:11:36,0,1,0,2,Test case passed,"V1, V2",,
12,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2023-12-24 23:11:49,0,1,0,2,Test case passed,"V1, V2",,
13,gw2,routing/VRF/test_vrf.py,,,0:08:20,2023-12-24 23:11:57,0,1,0,2,Module Prolog,"V3, V4",,
14,gw2,routing/VRF/test_vrf.py,test_VrfFun001_06,Pass,0:00:26,2023-12-24 23:12:17,0,1,0,2,Test case passed,"V3, V4",,
15,gw2,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,2023-12-24 23:12:46,0,1,0,2,Test case passed,"V3, V4",,
16,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Fail,0:01:17,2023-12-24 23:13:05,0,1,0,2,bgp route 122.1.1.0/24 info not found,"V1, V2",,
17,gw2,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2023-12-24 23:14:36,0,1,0,2,Test case passed,"V3, V4",,
18,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,Fail,0:01:42,2023-12-24 23:14:47,0,1,0,2,Test case Failed.,"V1, V2",,
19,gw2,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:45,2023-12-24 23:15:21,0,1,0,2,Test case passed,"V3, V4",,
20,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_bgp_route_aggregation_4byteASN,Fail,0:00:41,2023-12-24 23:15:27,0,1,0,2,Test case Failed Neighbour is failed to Establish between Leaf - TG,"V1, V2",,
21,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,Fail,0:00:55,2023-12-24 23:16:22,0,1,0,2,bgp route 6002:1::0/64 info not found,"V1, V2",,
22,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_dyn_nbr,Pass,0:00:34,2023-12-24 23:16:56,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peering is formed with dynamic neighbors having 4btye ASN
23,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_dyn_nbr,Pass,0:00:33,2023-12-24 23:17:28,0,1,0,2,Test case passed,"V1, V2",,Verify that ipv6 BGP peering is formed with dynamic neighbors
24,gw2,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:03:13,2023-12-24 23:18:34,0,1,0,2,Test case passed,"V3, V4",,
25,gw2,routing/VRF/test_vrf.py,,,0:00:25,2023-12-24 23:18:58,0,1,0,2,Module Epilog,"V3, V4",,
26,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,Pass,0:02:22,2023-12-24 23:19:50,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peering is established with maximum supported dynamic neighbors with maximum listen ranges at once
27,gw3,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_rmap,Pass,0:00:20,2023-12-24 23:20:10,0,1,0,2,Test case passed,"V1, V2",,Verify a route map application after route has been installed
28,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv4,Fail,0:00:20,2023-12-24 23:22:10,0,1,0,2,The operation is failed.,"V1, V2",,
29,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv4,Fail,0:00:22,2023-12-24 23:22:32,0,1,0,2,static on dut1 is not a subset of dut1 learned route on dut2,"V1, V2",,
30,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv4,Pass,0:00:16,2023-12-24 23:22:47,0,1,0,2,Test case passed,"V1, V2",,
31,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv4,Pass,0:00:16,2023-12-24 23:23:02,0,1,0,2,Test case passed,"V1, V2",,
32,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv4,Pass,0:00:28,2023-12-24 23:23:30,0,1,0,2,Test case passed,"V1, V2",,
33,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_default_originate_ipv4,Fail,0:00:17,2023-12-24 23:23:46,0,1,0,2,default route not advertised,"V1, V2",,
34,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_route_map_in_ipv4,Unsupported,0:00:12,2023-12-24 23:23:57,0,1,0,2,UI 'klish' unsupported router bgp 65001,"V1, V2",,
35,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv6,Fail,0:00:20,2023-12-24 23:24:17,0,1,0,2,The operation is failed.,"V1, V2",,
36,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_static_ipv6,Fail,0:00:22,2023-12-24 23:24:39,0,1,0,2,static on dut1 is not a subset of dut1 learned route on dut2,"V1, V2",,
37,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_distribute_list_in_ipv6,Pass,0:00:16,2023-12-24 23:24:54,0,1,0,2,Test case passed,"V1, V2",,
38,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_in_ipv6,Pass,0:00:16,2023-12-24 23:25:09,0,1,0,2,Test case passed,"V1, V2",,
39,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_prefix_list_out_ipv6,Pass,0:00:16,2023-12-24 23:25:25,0,1,0,2,Test case passed,"V1, V2",,
40,gw3,routing/BGP/test_bgp.py,TestBGPIPvxRouteAdvertisementFilter.test_filter_list_out_ipv6,Pass,0:00:16,2023-12-24 23:25:41,0,1,0,2,Test case passed,"V1, V2",,
